label,max,avg,min,count
2018-04-01 00:29:00,5462,5432.5,5403,60
2018-04-01 00:30:00,5522,5492.5,5463,60
2018-04-01 00:31:00,5582,5552.5,5523,60
2018-04-01 00:32:00,5642,5612.5,5583,60
2018-04-01 00:33:00,5702,5672.5,5643,60
2018-04-01 00:34:00,5762,5732.5,5703,60
2018-04-01 00:35:00,5822,5792.5,5763,60
2018-04-01 00:36:00,5882,5852.5,5823,60
2018-04-01 00:37:00,5942,5912.5,5883,60
2018-04-01 00:38:00,6002,5972.5,5943,60
2018-04-01 00:39:00,6062,6032.5,6003,60
2018-04-01 00:40:00,6122,6092.5,6063,60
2018-04-01 00:41:00,6182,6152.5,6123,60
2018-04-01 00:42:00,6242,6212.5,6183,60
2018-04-01 00:43:00,6302,6272.5,6243,60
2018-04-01 00:44:00,6362,6332.5,6303,60
2018-04-01 00:45:00,6422,6392.5,6363,60
2018-04-01 00:46:00,6482,6452.5,6423,60
2018-04-01 00:47:00,6542,6512.5,6483,60
2018-04-01 00:48:00,6602,6572.5,6543,60
2018-04-01 00:49:00,6662,6632.5,6603,60
2018-04-01 00:50:00,6722,6692.5,6663,60
2018-04-01 00:51:00,6782,6752.5,6723,60
2018-04-01 00:52:00,6842,6812.5,6783,60
2018-04-01 00:53:00,6902,6872.5,6843,60
2018-04-01 00:54:00,6962,6932.5,6903,60
2018-04-01 00:55:00,7022,6992.5,6963,60
2018-04-01 00:56:00,7082,7052.5,7023,60
2018-04-01 00:57:00,7142,7112.5,7083,60
2018-04-01 00:58:00,7202,7172.5,7143,60
2018-04-01 00:59:00,7262,7232.5,7203,60
2018-04-01 01:00:00,7322,7292.5,7263,60
2018-04-01 01:01:00,7382,7352.5,7323,60
2018-04-01 01:02:00,7442,7412.5,7383,60
2018-04-01 01:03:00,7502,7472.5,7443,60
2018-04-01 01:04:00,7562,7532.5,7503,60
2018-04-01 01:05:00,7622,7592.5,7563,60
2018-04-01 01:06:00,7682,7652.5,7623,60
2018-04-01 01:07:00,7742,7712.5,7683,60
2018-04-01 01:08:00,7802,7772.5,7743,60
2018-04-01 01:09:00,7862,7832.5,7803,60
2018-04-01 01:10:00,7922,7892.5,7863,60
2018-04-01 01:11:00,7982,7952.5,7923,60
2018-04-01 01:12:00,8042,8012.5,7983,60
2018-04-01 01:13:00,8102,8072.5,8043,60
2018-04-01 01:14:00,8162,8132.5,8103,60
2018-04-01 01:15:00,8222,8192.5,8163,60
2018-04-01 01:16:00,8282,8252.5,8223,60
2018-04-01 01:17:00,8342,8312.5,8283,60
2018-04-01 01:18:00,8402,8372.5,8343,60
2018-04-01 01:19:00,8462,8432.5,8403,60
2018-04-01 01:20:00,8522,8492.5,8463,60
2018-04-01 01:21:00,8582,8552.5,8523,60
2018-04-01 01:22:00,8642,8612.5,8583,60
2018-04-01 01:23:00,8702,8672.5,8643,60
2018-04-01 01:24:00,8762,8732.5,8703,60
2018-04-01 01:25:00,8822,8792.5,8763,60
2018-04-01 01:26:00,8882,8852.5,8823,60
2018-04-01 01:27:00,8942,8912.5,8883,60
2018-04-01 01:28:00,9002,8972.5,8943,60
2018-04-01 01:29:00,9062,9032.5,9003,60
2018-04-01 01:30:00,9122,9092.5,9063,60
2018-04-01 01:31:00,9182,9152.5,9123,60
2018-04-01 01:32:00,9242,9212.5,9183,60
2018-04-01 01:33:00,9302,9272.5,9243,60
2018-04-01 01:34:00,9362,9332.5,9303,60
2018-04-01 01:35:00,9422,9392.5,9363,60
2018-04-01 01:36:00,9482,9452.5,9423,60
2018-04-01 01:37:00,9542,9512.5,9483,60
2018-04-01 01:38:00,9602,9572.5,9543,60
2018-04-01 01:39:00,9662,9632.5,9603,60
2018-04-01 01:40:00,9722,9692.5,9663,60
2018-04-01 01:41:00,9782,9752.5,9723,60
2018-04-01 01:42:00,9842,9812.5,9783,60
2018-04-01 01:43:00,9902,9872.5,9843,60
2018-04-01 01:44:00,9962,9932.5,9903,60
2018-04-01 01:45:00,10022,9992.5,9963,60
2018-04-01 01:46:00,10082,10052.5,10023,60
2018-04-01 01:47:00,10142,10112.5,10083,60
2018-04-01 01:48:00,10202,10172.5,10143,60
2018-04-01 01:49:00,10262,10232.5,10203,60
2018-04-01 01:50:00,10322,10292.5,10263,60
2018-04-01 01:51:00,10382,10352.5,10323,60
2018-04-01 01:52:00,10442,10412.5,10383,60
2018-04-01 01:53:00,10502,10472.5,10443,60
2018-04-01 01:54:00,10562,10532.5,10503,60
2018-04-01 01:55:00,10622,10592.5,10563,60
2018-04-01 01:56:00,10682,10652.5,10623,60
2018-04-01 01:57:00,10742,10712.5,10683,60
2018-04-01 01:58:00,10802,10772.5,10743,60
2018-04-01 01:59:00,10862,10832.5,10803,60
2018-04-01 02:00:00,10922,10892.5,10863,60
2018-04-01 02:01:00,10982,10952.5,10923,60
2018-04-01 02:02:00,11042,11012.5,10983,60
2018-04-01 02:03:00,11102,11072.5,11043,60
2018-04-01 02:04:00,11162,11132.5,11103,60
2018-04-01 02:05:00,11222,11192.5,11163,60
2018-04-01 02:06:00,11282,11252.5,11223,60
2018-04-01 02:07:00,11342,11312.5,11283,60
2018-04-01 02:08:00,11402,11372.5,11343,60
2018-04-01 02:09:00,11462,11432.5,11403,60
2018-04-01 02:10:00,11522,11492.5,11463,60
2018-04-01 02:11:00,11582,11552.5,11523,60
2018-04-01 02:12:00,11642,11612.5,11583,60
2018-04-01 02:13:00,11702,11672.5,11643,60
2018-04-01 02:14:00,11762,11732.5,11703,60
2018-04-01 02:15:00,11822,11792.5,11763,60
2018-04-01 02:16:00,11882,11852.5,11823,60
2018-04-01 02:17:00,11942,11912.5,11883,60
2018-04-01 02:18:00,12002,11972.5,11943,60
2018-04-01 02:19:00,12062,12032.5,12003,60
2018-04-01 02:20:00,12122,12092.5,12063,60
2018-04-01 02:21:00,12182,12152.5,12123,60
2018-04-01 02:22:00,12242,12212.5,12183,60
2018-04-01 02:23:00,12302,12272.5,12243,60
2018-04-01 02:24:00,12362,12332.5,12303,60
2018-04-01 02:25:00,12422,12392.5,12363,60
2018-04-01 02:26:00,12482,12452.5,12423,60
2018-04-01 02:27:00,12542,12512.5,12483,60
2018-04-01 02:28:00,12602,12572.5,12543,60
2018-04-01 02:29:00,12662,12632.5,12603,60
2018-04-01 02:30:00,12722,12692.5,12663,60
2018-04-01 02:31:00,12782,12752.5,12723,60
2018-04-01 02:32:00,12842,12812.5,12783,60
2018-04-01 02:33:00,12902,12872.5,12843,60
2018-04-01 02:34:00,12962,12932.5,12903,60
2018-04-01 02:35:00,13022,12992.5,12963,60
2018-04-01 02:36:00,13082,13052.5,13023,60
2018-04-01 02:37:00,13142,13112.5,13083,60
2018-04-01 02:38:00,13202,13172.5,13143,60
2018-04-01 02:39:00,13262,13232.5,13203,60
2018-04-01 02:40:00,13322,13292.5,13263,60
2018-04-01 02:41:00,13382,13352.5,13323,60
2018-04-01 02:42:00,13442,13412.5,13383,60
2018-04-01 02:43:00,13502,13472.5,13443,60
2018-04-01 02:44:00,13562,13532.5,13503,60
2018-04-01 02:45:00,13622,13592.5,13563,60
2018-04-01 02:46:00,13682,13652.5,13623,60
2018-04-01 02:47:00,13742,13712.5,13683,60
2018-04-01 02:48:00,13802,13772.5,13743,60
2018-04-01 02:49:00,13862,13832.5,13803,60
2018-04-01 02:50:00,13922,13892.5,13863,60
2018-04-01 02:51:00,13982,13952.5,13923,60
2018-04-01 02:52:00,14042,14012.5,13983,60
2018-04-01 02:53:00,14102,14072.5,14043,60
2018-04-01 02:54:00,14162,14132.5,14103,60
2018-04-01 02:55:00,14222,14192.5,14163,60
2018-04-01 02:56:00,14282,14252.5,14223,60
2018-04-01 02:57:00,14342,14312.5,14283,60
2018-04-01 02:58:00,14402,14372.5,14343,60
2018-04-01 02:59:00,14462,14432.5,14403,60
2018-04-01 03:00:00,14522,14492.5,14463,60
2018-04-01 03:01:00,14582,14552.5,14523,60
2018-04-01 03:02:00,14642,14612.5,14583,60
2018-04-01 03:03:00,14702,14672.5,14643,60
2018-04-01 03:04:00,14762,14732.5,14703,60
2018-04-01 03:05:00,14822,14792.5,14763,60
2018-04-01 03:06:00,14882,14852.5,14823,60
2018-04-01 03:07:00,14942,14912.5,14883,60
2018-04-01 03:08:00,15002,14972.5,14943,60
2018-04-01 03:09:00,15062,15032.5,15003,60
2018-04-01 03:10:00,15122,15092.5,15063,60
2018-04-01 03:11:00,15182,15152.5,15123,60
2018-04-01 03:12:00,15242,15212.5,15183,60
2018-04-01 03:13:00,15302,15272.5,15243,60
2018-04-01 03:14:00,15362,15332.5,15303,60
2018-04-01 03:15:00,15422,15392.5,15363,60
2018-04-01 03:16:00,15482,15452.5,15423,60
2018-04-01 03:17:00,15542,15512.5,15483,60
2018-04-01 03:18:00,15602,15572.5,15543,60
2018-04-01 03:19:00,15662,15632.5,15603,60
2018-04-01 03:20:00,15722,15692.5,15663,60
2018-04-01 03:21:00,15782,15752.5,15723,60
2018-04-01 03:22:00,15842,15812.5,15783,60
2018-04-01 03:23:00,15902,15872.5,15843,60
2018-04-01 03:24:00,15962,15932.5,15903,60
2018-04-01 03:25:00,16022,15992.5,15963,60
2018-04-01 03:26:00,16082,16052.5,16023,60
2018-04-01 03:27:00,16142,16112.5,16083,60
2018-04-01 03:28:00,16202,16172.5,16143,60
2018-04-01 03:29:00,16262,16232.5,16203,60
2018-04-01 03:30:00,16322,16292.5,16263,60
2018-04-01 03:31:00,16382,16352.5,16323,60
2018-04-01 03:32:00,16442,16412.5,16383,60
2018-04-01 03:33:00,16502,16472.5,16443,60
2018-04-01 03:34:00,16562,16532.5,16503,60
2018-04-01 03:35:00,16622,16592.5,16563,60
2018-04-01 03:36:00,16682,16652.5,16623,60
2018-04-01 03:37:00,16742,16712.5,16683,60
2018-04-01 03:38:00,16802,16772.5,16743,60
2018-04-01 03:39:00,16862,16832.5,16803,60
2018-04-01 03:40:00,16922,16892.5,16863,60
2018-04-01 03:41:00,16982,16952.5,16923,60
2018-04-01 03:42:00,17042,17012.5,16983,60
2018-04-01 03:43:00,17102,17072.5,17043,60
2018-04-01 03:44:00,17162,17132.5,17103,60
2018-04-01 03:45:00,17222,17192.5,17163,60
2018-04-01 03:46:00,17282,17252.5,17223,60
2018-04-01 03:47:00,17342,17312.5,17283,60
2018-04-01 03:48:00,17402,17372.5,17343,60
2018-04-01 03:49:00,17462,17432.5,17403,60
2018-04-01 03:50:00,17522,17492.5,17463,60
2018-04-01 03:51:00,17582,17552.5,17523,60
2018-04-01 03:52:00,17642,17612.5,17583,60
2018-04-01 03:53:00,17702,17672.5,17643,60
2018-04-01 03:54:00,17762,17732.5,17703,60
2018-04-01 03:55:00,17822,17792.5,17763,60
2018-04-01 03:56:00,17882,17852.5,17823,60
2018-04-01 03:57:00,17942,17912.5,17883,60
2018-04-01 03:58:00,18002,17972.5,17943,60
2018-04-01 03:59:00,18062,18032.5,18003,60
2018-04-01 04:00:00,18122,18092.5,18063,60
2018-04-01 04:01:00,18182,18152.5,18123,60
2018-04-01 04:02:00,18242,18212.5,18183,60
2018-04-01 04:03:00,18302,18272.5,18243,60
2018-04-01 04:04:00,18362,18332.5,18303,60
2018-04-01 04:05:00,18422,18392.5,18363,60
2018-04-01 04:06:00,18482,18452.5,18423,60
2018-04-01 04:07:00,18542,18512.5,18483,60
2018-04-01 04:08:00,18602,18572.5,18543,60
2018-04-01 04:09:00,18662,18632.5,18603,60
2018-04-01 04:10:00,18722,18692.5,18663,60
2018-04-01 04:11:00,18782,18752.5,18723,60
2018-04-01 04:12:00,18842,18812.5,18783,60
2018-04-01 04:13:00,18902,18872.5,18843,60
2018-04-01 04:14:00,18962,18932.5,18903,60
2018-04-01 04:15:00,19022,18992.5,18963,60
2018-04-01 04:16:00,19082,19052.5,19023,60
2018-04-01 04:17:00,19142,19112.5,19083,60
2018-04-01 04:18:00,19202,19172.5,19143,60
2018-04-01 04:19:00,19262,19232.5,19203,60
2018-04-01 04:20:00,19322,19292.5,19263,60
2018-04-01 04:21:00,19382,19352.5,19323,60
2018-04-01 04:22:00,19442,19412.5,19383,60
2018-04-01 04:23:00,19502,19472.5,19443,60
2018-04-01 04:24:00,19562,19532.5,19503,60
2018-04-01 04:25:00,19622,19592.5,19563,60
2018-04-01 04:26:00,19682,19652.5,19623,60
2018-04-01 04:27:00,19742,19712.5,19683,60
2018-04-01 04:28:00,19802,19772.5,19743,60
2018-04-01 04:29:00,19862,19832.5,19803,60
2018-04-01 04:30:00,19922,19892.5,19863,60
2018-04-01 04:31:00,19982,19952.5,19923,60
2018-04-01 04:32:00,20042,20012.5,19983,60
2018-04-01 04:33:00,20102,20072.5,20043,60
2018-04-01 04:34:00,20162,20132.5,20103,60
2018-04-01 04:35:00,20222,20192.5,20163,60
2018-04-01 04:36:00,20282,20252.5,20223,60
2018-04-01 04:37:00,20342,20312.5,20283,60
2018-04-01 04:38:00,20402,20372.5,20343,60
2018-04-01 04:39:00,20462,20432.5,20403,60
2018-04-01 04:40:00,20522,20492.5,20463,60
2018-04-01 04:41:00,20582,20552.5,20523,60
2018-04-01 04:42:00,20642,20612.5,20583,60
2018-04-01 04:43:00,20702,20672.5,20643,60
2018-04-01 04:44:00,20762,20732.5,20703,60
2018-04-01 04:45:00,20822,20792.5,20763,60
2018-04-01 04:46:00,20882,20852.5,20823,60
2018-04-01 04:47:00,20942,20912.5,20883,60
2018-04-01 04:48:00,21002,20972.5,20943,60
2018-04-01 04:49:00,21062,21032.5,21003,60
2018-04-01 04:50:00,21122,21092.5,21063,60
2018-04-01 04:51:00,21182,21152.5,21123,60
2018-04-01 04:52:00,21242,21212.5,21183,60
2018-04-01 04:53:00,21302,21272.5,21243,60
2018-04-01 04:54:00,21362,21332.5,21303,60
2018-04-01 04:55:00,21422,21392.5,21363,60
2018-04-01 04:56:00,21482,21452.5,21423,60
2018-04-01 04:57:00,21542,21512.5,21483,60
2018-04-01 04:58:00,21602,21572.5,21543,60
2018-04-01 04:59:00,21662,21632.5,21603,60
2018-04-01 05:00:00,21722,21692.5,21663,60
2018-04-01 05:01:00,21782,21752.5,21723,60
2018-04-01 05:02:00,21842,21812.5,21783,60
2018-04-01 05:03:00,21902,21872.5,21843,60
2018-04-01 05:04:00,21962,21932.5,21903,60
2018-04-01 05:05:00,22022,21992.5,21963,60
2018-04-01 05:06:00,22082,22052.5,22023,60
2018-04-01 05:07:00,22142,22112.5,22083,60
2018-04-01 05:08:00,22202,22172.5,22143,60
2018-04-01 05:09:00,22262,22232.5,22203,60
2018-04-01 05:10:00,22322,22292.5,22263,60
2018-04-01 05:11:00,22382,22352.5,22323,60
2018-04-01 05:12:00,22442,22412.5,22383,60
2018-04-01 05:13:00,22502,22472.5,22443,60
2018-04-01 05:14:00,22562,22532.5,22503,60
2018-04-01 05:15:00,22622,22592.5,22563,60
2018-04-01 05:16:00,22682,22652.5,22623,60
2018-04-01 05:17:00,22742,22712.5,22683,60
2018-04-01 05:18:00,22802,22772.5,22743,60
2018-04-01 05:19:00,22862,22832.5,22803,60
2018-04-01 05:20:00,22922,22892.5,22863,60
2018-04-01 05:21:00,22982,22952.5,22923,60
2018-04-01 05:22:00,23042,23012.5,22983,60
2018-04-01 05:23:00,23102,23072.5,23043,60
2018-04-01 05:24:00,23162,23132.5,23103,60
2018-04-01 05:25:00,23222,23192.5,23163,60
2018-04-01 05:26:00,23282,23252.5,23223,60
2018-04-01 05:27:00,23342,23312.5,23283,60
2018-04-01 05:28:00,23402,23372.5,23343,60
2018-04-01 05:29:00,23462,23432.5,23403,60
2018-04-01 05:30:00,23522,23492.5,23463,60
2018-04-01 05:31:00,23582,23552.5,23523,60
2018-04-01 05:32:00,23642,23612.5,23583,60
2018-04-01 05:33:00,23702,23672.5,23643,60
2018-04-01 05:34:00,23762,23732.5,23703,60
2018-04-01 05:35:00,23822,23792.5,23763,60
2018-04-01 05:36:00,23882,23852.5,23823,60
2018-04-01 05:37:00,23942,23912.5,23883,60
2018-04-01 05:38:00,24002,23972.5,23943,60
2018-04-01 05:39:00,24062,24032.5,24003,60
2018-04-01 05:40:00,24122,24092.5,24063,60
2018-04-01 05:41:00,24182,24152.5,24123,60
2018-04-01 05:42:00,24242,24212.5,24183,60
2018-04-01 05:43:00,24302,24272.5,24243,60
2018-04-01 05:44:00,24362,24332.5,24303,60
2018-04-01 05:45:00,24422,24392.5,24363,60
2018-04-01 05:46:00,24482,24452.5,24423,60
2018-04-01 05:47:00,24542,24512.5,24483,60
2018-04-01 05:48:00,24602,24572.5,24543,60
2018-04-01 05:49:00,24662,24632.5,24603,60
2018-04-01 05:50:00,24722,24692.5,24663,60
2018-04-01 05:51:00,24782,24752.5,24723,60
2018-04-01 05:52:00,24842,24812.5,24783,60
2018-04-01 05:53:00,24902,24872.5,24843,60
2018-04-01 05:54:00,24962,24932.5,24903,60
2018-04-01 05:55:00,25022,24992.5,24963,60
2018-04-01 05:56:00,25082,25052.5,25023,60
2018-04-01 05:57:00,25142,25112.5,25083,60
2018-04-01 05:58:00,25202,25172.5,25143,60
2018-04-01 05:59:00,25262,25232.5,25203,60
2018-04-01 06:00:00,25322,25292.5,25263,60
2018-04-01 06:01:00,25382,25352.5,25323,60
2018-04-01 06:02:00,25442,25412.5,25383,60
2018-04-01 06:03:00,25502,25472.5,25443,60
2018-04-01 06:04:00,25562,25532.5,25503,60
2018-04-01 06:05:00,25622,25592.5,25563,60
2018-04-01 06:06:00,25682,25652.5,25623,60
2018-04-01 06:07:00,25742,25712.5,25683,60
2018-04-01 06:08:00,25802,25772.5,25743,60
2018-04-01 06:09:00,25862,25832.5,25803,60
2018-04-01 06:10:00,25922,25892.5,25863,60
2018-04-01 06:11:00,25982,25952.5,25923,60
2018-04-01 06:12:00,26042,26012.5,25983,60
2018-04-01 06:13:00,26102,26072.5,26043,60
2018-04-01 06:14:00,26162,26132.5,26103,60
2018-04-01 06:15:00,26222,26192.5,26163,60
2018-04-01 06:16:00,26282,26252.5,26223,60
2018-04-01 06:17:00,26342,26312.5,26283,60
2018-04-01 06:18:00,26402,26372.5,26343,60
2018-04-01 06:19:00,26462,26432.5,26403,60
2018-04-01 06:20:00,26522,26492.5,26463,60
2018-04-01 06:21:00,26582,26552.5,26523,60
2018-04-01 06:22:00,26642,26612.5,26583,60
2018-04-01 06:23:00,26702,26672.5,26643,60
2018-04-01 06:24:00,26762,26732.5,26703,60
2018-04-01 06:25:00,26822,26792.5,26763,60
2018-04-01 06:26:00,26882,26852.5,26823,60
2018-04-01 06:27:00,26942,26912.5,26883,60
2018-04-01 06:28:00,27002,26972.5,26943,60
2018-04-01 06:29:00,27062,27032.5,27003,60
2018-04-01 06:30:00,27122,27092.5,27063,60
2018-04-01 06:31:00,27182,27152.5,27123,60
2018-04-01 06:32:00,27242,27212.5,27183,60
2018-04-01 06:33:00,27302,27272.5,27243,60
2018-04-01 06:34:00,27362,27332.5,27303,60
2018-04-01 06:35:00,27422,27392.5,27363,60
2018-04-01 06:36:00,27482,27452.5,27423,60
2018-04-01 06:37:00,27542,27512.5,27483,60
2018-04-01 06:38:00,27602,27572.5,27543,60
2018-04-01 06:39:00,27662,27632.5,27603,60
2018-04-01 06:40:00,27722,27692.5,27663,60
2018-04-01 06:41:00,27782,27752.5,27723,60
2018-04-01 06:42:00,27842,27812.5,27783,60
2018-04-01 06:43:00,27902,27872.5,27843,60
2018-04-01 06:44:00,27962,27932.5,27903,60
2018-04-01 06:45:00,28022,27992.5,27963,60
2018-04-01 06:46:00,28082,28052.5,28023,60
2018-04-01 06:47:00,28142,28112.5,28083,60
2018-04-01 06:48:00,28202,28172.5,28143,60
2018-04-01 06:49:00,28262,28232.5,28203,60
2018-04-01 06:50:00,28322,28292.5,28263,60
2018-04-01 06:51:00,28382,28352.5,28323,60
2018-04-01 06:52:00,28442,28412.5,28383,60
2018-04-01 06:53:00,28502,28472.5,28443,60
2018-04-01 06:54:00,28562,28532.5,28503,60
2018-04-01 06:55:00,28622,28592.5,28563,60
2018-04-01 06:56:00,28682,28652.5,28623,60
2018-04-01 06:57:00,28742,28712.5,28683,60
2018-04-01 06:58:00,28802,28772.5,28743,60
2018-04-01 06:59:00,28862,28832.5,28803,60
2018-04-01 07:00:00,28922,28892.5,28863,60
2018-04-01 07:01:00,28982,28952.5,28923,60
2018-04-01 07:02:00,29042,29012.5,28983,60
2018-04-01 07:03:00,29102,29072.5,29043,60
2018-04-01 07:04:00,29162,29132.5,29103,60
2018-04-01 07:05:00,29222,29192.5,29163,60
2018-04-01 07:06:00,29282,29252.5,29223,60
2018-04-01 07:07:00,29342,29312.5,29283,60
2018-04-01 07:08:00,29402,29372.5,29343,60
2018-04-01 07:09:00,29462,29432.5,29403,60
2018-04-01 07:10:00,29522,29492.5,29463,60
2018-04-01 07:11:00,29582,29552.5,29523,60
2018-04-01 07:12:00,29642,29612.5,29583,60
2018-04-01 07:13:00,29702,29672.5,29643,60
2018-04-01 07:14:00,29762,29732.5,29703,60
2018-04-01 07:15:00,29822,29792.5,29763,60
2018-04-01 07:16:00,29882,29852.5,29823,60
2018-04-01 07:17:00,29942,29912.5,29883,60
2018-04-01 07:18:00,30002,29972.5,29943,60
2018-04-01 07:19:00,30062,30032.5,30003,60
2018-04-01 07:20:00,30122,30092.5,30063,60
2018-04-01 07:21:00,30182,30152.5,30123,60
2018-04-01 07:22:00,30242,30212.5,30183,60
2018-04-01 07:23:00,30302,30272.5,30243,60
2018-04-01 07:24:00,30362,30332.5,30303,60
2018-04-01 07:25:00,30422,30392.5,30363,60
2018-04-01 07:26:00,30482,30452.5,30423,60
2018-04-01 07:27:00,30542,30512.5,30483,60
2018-04-01 07:28:00,30602,30572.5,30543,60
2018-04-01 07:29:00,30662,30632.5,30603,60
2018-04-01 07:30:00,30722,30692.5,30663,60
2018-04-01 07:31:00,30782,30752.5,30723,60
2018-04-01 07:32:00,30842,30812.5,30783,60
2018-04-01 07:33:00,30902,30872.5,30843,60
2018-04-01 07:34:00,30962,30932.5,30903,60
2018-04-01 07:35:00,31022,30992.5,30963,60
2018-04-01 07:36:00,31082,31052.5,31023,60
2018-04-01 07:37:00,31142,31112.5,31083,60
2018-04-01 07:38:00,31202,31172.5,31143,60
2018-04-01 07:39:00,31262,31232.5,31203,60
2018-04-01 07:40:00,31322,31292.5,31263,60
2018-04-01 07:41:00,31382,31352.5,31323,60
2018-04-01 07:42:00,31442,31412.5,31383,60
2018-04-01 07:43:00,31502,31472.5,31443,60
2018-04-01 07:44:00,31562,31532.5,31503,60
2018-04-01 07:45:00,31622,31592.5,31563,60
2018-04-01 07:46:00,31682,31652.5,31623,60
2018-04-01 07:47:00,31742,31712.5,31683,60
2018-04-01 07:48:00,31802,31772.5,31743,60
2018-04-01 07:49:00,31862,31832.5,31803,60
2018-04-01 07:50:00,31922,31892.5,31863,60
2018-04-01 07:51:00,31982,31952.5,31923,60
2018-04-01 07:52:00,32042,32012.5,31983,60
2018-04-01 07:53:00,32102,32072.5,32043,60
2018-04-01 07:54:00,32162,32132.5,32103,60
2018-04-01 07:55:00,32222,32192.5,32163,60
2018-04-01 07:56:00,32282,32252.5,32223,60
